Date,Store,Product,Category,Region,Units_Sold,Price,Discount,Promotion,Customer_Age,Rating,Revenue
2023-10-04,Store_B,Headphones,Accessories,East,8,80,0.04,Yes,60.0,4.4,648.93
2023-10-06,Store_A,Headphones,Accessories,North,12,80,0.26,No,51.0,4.3,625.48
2023-10-07,Store_E,Laptop,Electronics,East,5,700,0.03,Yes,62.0,3.1,3587.78
2023-10-07,Store_A,Tablet,Electronics,North,10,350,0.14,No,26.0,2.5,2650.76
2023-10-08,Store_E,Tablet,Electronics,East,6,350,0.25,Yes,65.0,4.7,1664.87
2023-10-11,Store_E,Tablet,Electronics,West,12,350,0.29,No,60.0,3.4,2629.51
2023-10-12,Store_B,Headphones,Accessories,West,9,80,0.06,No,23.0,4.5,597.05
2023-10-12,Store_A,Laptop,Electronics,East,7,700,0.17,Yes,45.0,3.9,4305.32
2023-10-12,Store_D,Laptop,Electronics,East,6,700,0.09,No,46.0,2.5,3371.64
2023-10-13,Store_E,Phone,Electronics,South,8,500,0.12,No,27.0,3.1,3106.66
2023-10-16,Store_B,Tablet,Electronics,South,11,350,0.26,No,28.0,4.2,2518.53
2023-10-16,Store_B,Tablet,Electronics,East,12,350,0.02,Yes,61.0,3.0,4366.28
2023-10-21,Store_D,Headphones,Accessories,North,4,80,0.17,No,26.0,2.8,235.61
2023-10-23,Store_A,Laptop,Electronics,North,10,700,0.24,No,24.0,3.0,4727.03
2023-10-23,Store_C,Laptop,Electronics,South,10,700,0.2,No,45.0,3.7,4975.82
2023-10-29,Store_B,Headphones,Accessories,East,7,80,0.18,No,49.0,3.3,410.39
2023-10-29,Store_A,Tablet,Electronics,West,14,350,0.19,Yes,61.0,3.6,4256.58
2023-10-30,Store_C,Laptop,Electronics,North,14,700,0.0,Yes,35.0,4.0,10521.52
2023-11-01,Store_B,Tablet,Electronics,East,13,350,0.08,Yes,39.0,3.4,4504.44
2023-11-09,Store_A,Phone,Electronics,North,11,500,0.17,No,19.0,3.6,4136.29
2023-11-09,Store_A,Tablet,Electronics,North,5,350,0.11,No,43.0,2.7,1411.23
2023-11-10,Store_C,Phone,Electronics,North,11,500,0.12,No,18.0,3.1,4391.75
2023-11-11,Store_D,Phone,Electronics,West,8,500,0.03,Yes,59.0,3.8,4230.97
2023-11-12,Store_A,Headphones,Accessories,South,14,80,0.14,Yes,44.0,3.7,1051.89
2023-11-14,Store_A,Phone,Electronics,North,5,500,0.12,Yes,21.0,3.1,2409.93
2023-11-14,Store_D,Laptop,Electronics,North,13,700,0.01,No,28.0,3.2,8223.89
2023-11-16,Store_C,Headphones,Accessories,West,4,80,0.24,No,34.0,4.9,222.71
2023-11-17,Store_A,Laptop,Electronics,South,15,700,0.0,No,64.0,4.1,9630.86
2023-11-17,Store_D,Headphones,Accessories,North,1,80,0.19,No,24.0,2.6,59.44
2023-11-20,Store_E,Laptop,Electronics,East,4,700,0.18,No,33.0,3.7,2116.49
2023-11-22,Store_C,Tablet,Electronics,East,8,350,0.16,Yes,51.0,3.8,2610.7
2023-11-23,Store_E,Headphones,Accessories,East,3,80,0.15,No,48.0,4.0,189.03
2023-11-24,Store_A,Phone,Electronics,East,9,500,0.02,Yes,30.0,4.4,4912.35
2023-11-25,Store_C,Tablet,Electronics,East,15,350,0.07,Yes,57.0,3.7,5448.44
2023-11-26,Store_C,Laptop,Electronics,West,9,700,0.1,Yes,63.0,2.6,6338.69
2023-11-27,Store_C,Headphones,Accessories,North,3,80,0.01,No,31.0,4.2,221.76
2023-11-30,Store_A,Phone,Electronics,West,13,500,0.12,Yes,60.0,4.4,6442.23
2023-12-02,Store_B,Tablet,Electronics,South,4,350,0.17,No,38.0,2.7,1094.76
2023-12-03,Store_B,Laptop,Electronics,East,7,700,0.18,No,51.0,4.4,3792.8
